PLATE_NO,ROLLING_DATE,SCALE,SPEC,STEEL_KIND,PT_THK,PT_WDTH,PT_LTH,PT_WGT,FUR_NO,FUR_NO_ROW,FUR_HZ_TEMP,FUR_HZ_TIME,FUR_SZ_TEMP,FUR_SZ_TIME,FUR_TIME,FUR_EXTEMP,ROLLING_TEMP_T5,HSB,ROLLING_DESCALING,WORK_GR
PB563485,2008-08-02:13:30:03,양품,NV-A32,C0,12.05,2950,51747,14440,2호기,2,1181,71,1164,56,254,1152,926,적용,10,1조
PB563486,2008-08-02:13:31:39,양품,LR-AH32,C0,12.05,2855,51765,27960,3호기,1,1172,70,1163,71,252,1153,936,적용,10,3조
PB563487,2008-08-02:13:31:03,불량,LR-AH32,C0,12.05,2855,51765,27960,3호기,2,1180,65,1162,65,255,1152,878,미적용,10,1조
PB563488,2008-08-02:13:31:36,양품,GL-A32,C0,12.05,2835,54816,14700,1호기,1,1177,60,1163,65,251,1157,887,적용,10,1조
PB563489,2008-08-02:13:31:03,양품,LR-AH32,C0,12.05,2855,52321,28260,1호기,2,1159,54,1156,74,252,1144,894,적용,10,3조
PB563490,2008-08-02:13:33:09,양품,LR-AH32,C0,12.05,2855,52913,28580,2호기,1,1160,60,1159,77,262,1146,894,적용,10,2조
PB563491,2008-08-02:13:33:44,양품,LR-AH32,C0,12.05,2855,53284,28780,2호기,2,1160,69,1160,65,231,1148,888,적용,10,4조
PB563492,2008-08-02:13:32:27,양품,LR-AH32,C0,12.05,2855,52913,28580,3호기,1,1185,79,1163,58,249,1154,902,적용,10,2조
PB563493,2008-08-02:13:32:00,양품,NV-A32,C0,12.56,2858,51457,14500,3호기,2,1174,65,1168,58,249,1153,908,적용,10,2조
PB563494,2008-08-02:13:33:26,양품,NV-A32,C0,12.05,3088,50530,14760,1호기,1,1183,66,1166,68,257,1159,896,적용,10,4조
PB563495,2008-08-02:13:33:52,양품,NV-A32,C0,12.05,3018,50056,14290,1호기,2,1173,55,1164,78,259,1152,891,적용,10,2조
PB563496,2008-08-02:13:34:15,양품,LR-AH32,C0,12.05,3185,52244,31480,2호기,1,1184,61,1161,63,262,1153,916,적용,10,3조
PB563497,2008-08-02:13:34:44,양품,LR-AH32,C0,12.05,3095,53763,47220,2호기,2,1174,74,1159,61,238,1146,919,적용,10,2조
PB563498,2008-08-02:13:34:16,양품,LR-AH32,C0,12.05,3095,53763,47220,3호기,1,1179,65,1163,71,242,1154,913,적용,10,1조
PB563499,2008-08-02:13:34:32,양품,LR-A,C0,16.6,3528,32323,14860,3호기,2,1156,65,1160,72,244,1151,938,적용,10,1조
PB563500,2008-08-02:13:35:24,양품,NV-A32,C0,18.11,3260,40586,37620,1호기,1,1174,66,1160,71,240,1148,965,적용,10,3조
PB563501,2008-08-02:14:40:33,양품,LR-A,C0,18.92,3401,41455,20940,1호기,2,1142,55,1151,86,246,1137,948,적용,10,4조
PB563502,2008-08-02:13:35:36,불량,NK-KA,C0,20.14,3580,38639,21870,3호기,1,1172,72,1164,62,245,1155,1005,적용,8,2조
PB563503,2008-08-02:13:35:02,양품,NV-A32,C0,15.08,3212,48233,18340,2호기,1,1150,61,1169,61,238,1160,947,적용,10,1조
PB563504,2008-08-02:14:40:00,양품,NV-A32,C0,16.6,3441,43688,19590,2호기,2,1169,65,1163,77,247,1152,948,적용,10,4조
PB563505,2008-08-02:13:35:19,양품,LR-A,C0,15.59,3363,48740,80240,3호기,2,1179,86,1163,45,243,1154,940,적용,10,2조
PB563506,2008-08-02:14:40:53,양품,GL-A32,C0,16.09,3400,54209,69840,3호기,1,1186,82,1169,45,239,1155,957,적용,10,2조
